time,Gate_1_upstream_level,Gate_2_upstream_level,Gate_3_upstream_level,Gate_1_flow,Gate_2_flow,Gate_3_flow,Gate_1_opening,Gate_2_opening,Gate_3_opening,rainfall_inflow,water_demand_1,water_demand_2,water_demand_3,control_command_1,control_command_2,control_command_3
0.0,9.998446315273904,7.997807787841059,5.998164079677414,79.99757836609014,60.001719315775524,45.0018510641996,0.4978595605945246,0.49870433079690635,0.4999009315955153,0.0,80.0,60.0,45.0,10.0,8.0,6.0
10.0,10.04670117816487,8.04343565230346,6.044392836797944,80.0050833333371,59.99345601778066,44.99348450024629,0.5211184857704313,0.51915066562658,0.5191553407275171,0.0,80.27923850299655,60.209428877247404,45.15707165793555,10.0,8.0,6.0
20.0,10.07704835895843,8.089210876835994,6.081220986823021,80.00555586048098,60.00443004894173,44.996999837718995,0.538245618548397,0.539289444420813,0.5384101670078426,0.0,80.55839194724001,60.41879396043001,45.314095470322506,10.0,8.0,6.0
30.0,10.096658792713704,8.108720922707658,6.109679414226092,80.00503709782315,59.99380532115012,45.00173259406129,0.5578646930447446,0.5552156710662872,0.5575517675140407,0.0,80.8373752998871,60.628031474915325,45.47102360618649,10.0,8.0,6.0
40.0,10.083153992708157,8.085606016482282,6.088880260956007,79.99803455229986,59.996726823976324,44.99778793183171,0.5706338484417418,0.5705655705129535,0.5733711443063584,0.0,81.116103579906,60.8370776849295,45.62780826369712,10.0,8.0,6.0
50.0,10.073509944521124,8.062365109455419,6.055065805365088,80.00120217994132,60.00345873933667,44.9996071019242,0.5838850218265769,0.5846188378995552,0.584295640156018,0.0,81.39449188396253,61.04586891297189,45.78440168472892,10.0,8.0,6.0
60.0,10.004473119599671,8.004529732167383,6.014180710689214,80.00509606816904,60.00103905529481,45.00135697269417,0.5931160574031563,0.5930484266167653,0.5950756343536289,0.0,81.67245541228246,61.254341559211845,45.94075616940888,10.0,8.0,6.0
70.0,9.965391983626596,7.961626853339526,5.96624839975886,79.9997296192093,60.00508404227421,44.997620635215604,0.5999378720451034,0.5984285888474677,0.5991228153210789,0.0,81.94990949448237,61.46243212086177,46.09682409064633,10.0,8.0,6.0
80.0,9.92551478944646,7.924083146060939,5.924958446289667,80.00483409522793,59.999869607090105,45.0027785572823,0.6001869392385,0.5997386180414898,0.6000028182895463,0.0,82.22676961536104,61.67007721152078,46.25255790864058,10.0,8.0,6.0
90.0,9.906769756796269,7.907229554324776,5.901367618449438,79.99932822201993,60.000335863917066,44.99332356228862,0.5992148871835696,0.5985046118662427,0.5975824727193638,0.0,82.50295144064368,61.87721358048277,46.40791018536208,10.0,8.0,6.0
100.0,9.894203575200999,7.89728484283181,5.9086708216458765,80.00391251219484,59.99218287613934,45.00056330405473,0.5900613202165321,0.5910295693157654,0.5885003705446649,0.0,82.7783708426709,62.08377813200317,46.562833599002374,10.0,8.0,6.0
110.0,9.932939054251348,7.935455482168055,5.925539600467038,79.9941902798615,59.992296237642414,44.99093440134908,0.5805794851158352,0.5826794403793828,0.5792661119844895,0.0,83.05294392602471,62.28970794451853,46.717280958388905,10.0,8.0,6.0
120.0,9.977090337190482,7.970548396556256,5.974194296060708,80.00076133699977,60.00861107951164,45.00068739851776,0.5685635828923213,0.5683307456842052,0.5678367043820843,0.0,83.32658705308415,62.49494028981311,46.87120521735983,10.0,8.0,6.0
130.0,10.026012533273555,8.023983578227003,6.022083914610939,80.00051000806859,59.996436319011245,44.99724727563929,0.5520700435110555,0.5518680329784568,0.5516292495240995,0.0,83.59921686950184,62.69941265212638,47.024559489094784,10.0,8.0,6.0
140.0,10.060427142867553,8.069935701266614,6.0736154953289745,79.99820617828394,59.99754315393934,45.00748260539186,0.5333736454866711,0.5330210272903354,0.5329608346145126,0.0,83.8707503295947,62.90306274719602,47.17729706039702,10.0,8.0,6.0
150.0,10.089598213347088,8.091336220203019,6.086059159899243,80.00615069803338,59.99999695615874,45.00229328572869,0.5134378139659007,0.5138511483235504,0.513797469957748,0.0,84.14110472164033,63.10582854123025,47.329371405922686,10.0,8.0,6.0
160.0,10.091031753873413,8.105941984031142,6.0953128963063135,80.00174694398568,59.998832284608355,45.00634668409819,0.4949796573772394,0.493923520700727,0.4957441472861281,0.0,84.41019769307198,63.307648269803984,47.48073620235299,10.0,8.0,6.0
170.0,10.079978738304428,8.070916387260459,6.076189094505481,80.00441930227444,59.99329607228818,45.00522887084375,0.4749609542717934,0.47316604270373835,0.4735731927719027,0.0,84.6779472755638,63.50846045667284,47.63134534250463,10.0,8.0,6.0
180.0,10.243227432957184,8.26518747434067,6.270016861987807,96.0098112003692,71.97850498618148,54.01612816427218,0.6751337048422533,0.6783401337385376,0.6803721541324763,50.0,84.94427190999916,63.70820393249937,47.78115294937453,10.0,8.0,6.0
190.0,10.545824711616568,8.528956663229982,6.535497694406789,95.99802632521796,71.9905094261392,54.00737079545942,0.5920926650239882,0.58106678590208,0.5826008423277527,50.0,85.20909047131451,63.906817853485876,47.93011339011441,10.0,8.0,6.0
200.0,10.777835384844622,8.803184620365688,6.770960761915562,95.98962699653718,72.01195280958083,54.00172747886521,0.49137564372556164,0.49168234401921085,0.48330056455032555,50.0,85.4723222932107,64.10424171990802,48.07818128993102,10.0,8.0,6.0
210.0,10.76337641847724,8.78684473042156,6.7464219309697935,96.0020441659518,71.99968525661943,54.00020804829228,0.4284384896697156,0.43441601286928466,0.4261389600715633,50.0,85.73388719272481,64.3004153945436,48.22531154590771,10.0,8.0,6.0
220.0,10.49907877433194,8.48834864150739,6.471094930506173,96.01266602409778,72.00523165616909,53.978526991957345,0.39084558393428137,0.39563410274404187,0.3969694296657156,50.0,85.99370549465459,64.49527912099094,48.3714593407432,10.0,8.0,6.0
230.0,10.238779730482001,8.240974472915818,6.266987905843591,95.99909374419614,72.00233180005127,54.004789814233995,0.4240003326237988,0.4222396902579489,0.42578902737433777,50.0,86.25169805582837,64.68877354187129,48.516580156403464,10.0,8.0,6.0
240.0,10.211399389578723,8.239069162654276,6.255350864528383,96.01266606798863,71.99923317072087,54.01378190488416,0.49197985222607804,0.4962837300470221,0.49619817851197406,50.0,86.5077862892128,64.8808397169096,48.660629787682204,10.0,8.0,6.0
250.0,10.43624540639497,8.449773524501994,6.470471744731576,95.99894721881465,72.00528529209302,53.9963121238804,0.5841071405261355,0.5887646248657145,0.5803589551558875,50.0,86.76189218785119,65.0714191408884,48.803564355666296,10.0,8.0,6.0
260.0,10.73221573404068,8.721602931765693,6.716838073930934,95.99141275023439,72.00349113488659,53.98658746802484,0.6831417272924104,0.6865204873823216,0.681955954901904,50.0,87.01393834862523,65.26045376146892,48.945340321101696,10.0,8.0,6.0
270.0,10.74118660851096,8.741422432570973,6.804706598822323,95.99757674340917,71.99872728912112,54.01190001030849,0.7621592010755893,0.7571361182846565,0.7637938685161575,50.0,87.26384799583275,65.44788599687456,49.08591449765593,10.0,8.0,6.0
280.0,10.603135639664774,8.574628142359131,6.5996286449246115,96.02704534228825,72.00625373891098,54.02145055913016,0.8021651956990609,0.7999946744678949,0.79993016406332,50.0,87.51154500457424,65.63365875343068,49.225244065073014,10.0,8.0,6.0
290.0,10.309013140104748,8.295103032036625,6.295781179341622,95.99820737309047,72.00371780004576,54.00229402824492,0.78483856450854,0.7853558869454647,0.7926892337649911,50.0,87.7569539239414,65.81771544295604,49.363286582217036,10.0,8.0,6.0
300.0,10.20469933012227,8.22141719921236,6.229045148678809,96.0251058620333,71.99386115801327,54.003058998291024,0.7287751937545163,0.7268532050481623,0.7323367063797293,50.0,88.0,66.0,49.50000000000001,10.0,8.0,6.0
310.0,10.334544169063081,8.391446048548609,6.398627011727346,95.99652788315434,72.01388367680454,54.010088016985215,0.6479504462363255,0.6403950982026417,0.6528114306202876,50.0,88.24060919856088,66.18045689892065,49.63534267419049,10.0,8.0,6.0
320.0,10.655319787785695,8.63916587126787,6.696165167628835,95.99630151480176,72.0129950579558,53.99190022577423,0.5373734971253156,0.5343789128003039,0.5411407020651003,50.0,88.47870822773129,66.35903117079846,49.769273378098845,10.0,8.0,6.0
330.0,10.790637074613214,8.760795264730735,6.792433287269898,96.00933513026607,72.01181903178922,54.022099815236,0.47428948493720174,0.4571579767165071,0.46126296005600387,50.0,88.71422456024042,66.53566842018031,49.901751315135236,10.0,8.0,6.0
340.0,10.670602257648643,8.638882867740342,6.645710566319728,95.98472382165404,72.013523318916,53.99448378771836,0.4166368596767653,0.4019946572284493,0.4075569961763301,50.0,88.94708645553195,66.71031484164897,50.03273613123672,10.0,8.0,6.0
350.0,10.349507892144272,8.403538834018622,6.396649642570342,96.00228095996107,71.98946688406704,53.99513424032162,0.38837144923734535,0.40355674861668633,0.40363426119418666,50.0,89.17722298161675,66.88291723621256,50.162187927159415,10.0,8.0,6.0
360.0,10.17326050090323,8.185768657231437,6.180761919242945,96.02009425397553,72.00439979483409,53.99378451693135,0.4524268064958941,0.44736710822328046,0.44943436125209796,50.0,89.40456403667957,67.05342302750968,50.29006727063226,10.0,8.0,6.0
370.0,10.3114555406594,8.338344122540798,6.3189091954229255,95.99029439792515,71.99339625087039,53.987533802827635,0.5394836734723886,0.531203013353577,0.5290662672291161,50.0,89.62904037043276,67.22178027782458,50.41633520836843,10.0,8.0,6.0
380.0,10.583334868106775,8.609574547037026,6.597457970246023,95.980172125113,71.97661141543841,53.99845979729842,0.6293578338097835,0.6340737468109086,0.6318584551456973,50.0,89.85058360521053,67.3879377039079,50.540953277930925,10.0,8.0,6.0
